timestamp,value,label,datetime,date,time,day,hour,minute
1469391000,-1.250863998,0,2016-07-24 20:10:00,2016-07-24,20:10:00,Sunday,20,10
1469391300,-1.1404343000000001,0,2016-07-24 20:15:00,2016-07-24,20:15:00,Sunday,20,15
1469391600,-1.250863998,0,2016-07-24 20:20:00,2016-07-24,20:20:00,Sunday,20,20
1469391900,-1.3612936969999998,0,2016-07-24 20:25:00,2016-07-24,20:25:00,Sunday,20,25
1469392200,-1.3612936969999998,0,2016-07-24 20:30:00,2016-07-24,20:30:00,Sunday,20,30
1469392500,-1.3612936969999998,0,2016-07-24 20:35:00,2016-07-24,20:35:00,Sunday,20,35
1469392800,-1.3612936969999998,0,2016-07-24 20:40:00,2016-07-24,20:40:00,Sunday,20,40
1469393100,-1.3612936969999998,0,2016-07-24 20:45:00,2016-07-24,20:45:00,Sunday,20,45
1469393400,-1.250863998,0,2016-07-24 20:50:00,2016-07-24,20:50:00,Sunday,20,50
1469393700,-1.250863998,0,2016-07-24 20:55:00,2016-07-24,20:55:00,Sunday,20,55
1469394000,-1.250863998,0,2016-07-24 21:00:00,2016-07-24,21:00:00,Sunday,21,0
1469394300,-1.3612936969999998,0,2016-07-24 21:05:00,2016-07-24,21:05:00,Sunday,21,5
1469394600,-1.3612936969999998,0,2016-07-24 21:10:00,2016-07-24,21:10:00,Sunday,21,10
1469394900,-1.3612936969999998,0,2016-07-24 21:15:00,2016-07-24,21:15:00,Sunday,21,15
1469395200,-1.3612936969999998,0,2016-07-24 21:20:00,2016-07-24,21:20:00,Sunday,21,20
1469395500,-1.3612936969999998,0,2016-07-24 21:25:00,2016-07-24,21:25:00,Sunday,21,25
1469395800,-1.3612936969999998,0,2016-07-24 21:30:00,2016-07-24,21:30:00,Sunday,21,30
1469396100,-1.3612936969999998,0,2016-07-24 21:35:00,2016-07-24,21:35:00,Sunday,21,35
1469396400,-1.3612936969999998,0,2016-07-24 21:40:00,2016-07-24,21:40:00,Sunday,21,40
1469396700,-1.250863998,0,2016-07-24 21:45:00,2016-07-24,21:45:00,Sunday,21,45
1469397000,-1.3612936969999998,0,2016-07-24 21:50:00,2016-07-24,21:50:00,Sunday,21,50
1469397300,-1.3612936969999998,0,2016-07-24 21:55:00,2016-07-24,21:55:00,Sunday,21,55
1469397600,-1.250863998,0,2016-07-24 22:00:00,2016-07-24,22:00:00,Sunday,22,0
1469397900,-1.3612936969999998,0,2016-07-24 22:05:00,2016-07-24,22:05:00,Sunday,22,5
1469398200,-1.250863998,0,2016-07-24 22:10:00,2016-07-24,22:10:00,Sunday,22,10
1469398500,-1.250863998,0,2016-07-24 22:15:00,2016-07-24,22:15:00,Sunday,22,15
1469398800,-1.250863998,0,2016-07-24 22:20:00,2016-07-24,22:20:00,Sunday,22,20
1469399100,-1.1404343000000001,0,2016-07-24 22:25:00,2016-07-24,22:25:00,Sunday,22,25
1469399400,-1.030004601,0,2016-07-24 22:30:00,2016-07-24,22:30:00,Sunday,22,30
1469399700,-1.1404343000000001,0,2016-07-24 22:35:00,2016-07-24,22:35:00,Sunday,22,35
1469400000,-0.919574903,0,2016-07-24 22:40:00,2016-07-24,22:40:00,Sunday,22,40
1469400300,-0.919574903,0,2016-07-24 22:45:00,2016-07-24,22:45:00,Sunday,22,45
1469400600,-1.030004601,0,2016-07-24 22:50:00,2016-07-24,22:50:00,Sunday,22,50
1469400900,-1.030004601,0,2016-07-24 22:55:00,2016-07-24,22:55:00,Sunday,22,55
1469401200,-0.919574903,0,2016-07-24 23:00:00,2016-07-24,23:00:00,Sunday,23,0
1469401500,-0.919574903,0,2016-07-24 23:05:00,2016-07-24,23:05:00,Sunday,23,5
1469401800,-0.919574903,0,2016-07-24 23:10:00,2016-07-24,23:10:00,Sunday,23,10
1469402100,-0.588285807,0,2016-07-24 23:15:00,2016-07-24,23:15:00,Sunday,23,15
1469402400,-0.698715505,0,2016-07-24 23:20:00,2016-07-24,23:20:00,Sunday,23,20
1469402700,-0.588285807,0,2016-07-24 23:25:00,2016-07-24,23:25:00,Sunday,23,25
1469403000,-0.47785610799999995,0,2016-07-24 23:30:00,2016-07-24,23:30:00,Sunday,23,30
1469403300,-0.588285807,0,2016-07-24 23:35:00,2016-07-24,23:35:00,Sunday,23,35
1469403600,-0.256996711,0,2016-07-24 23:40:00,2016-07-24,23:40:00,Sunday,23,40
1469403900,-0.146567013,0,2016-07-24 23:45:00,2016-07-24,23:45:00,Sunday,23,45
1469404200,-0.146567013,0,2016-07-24 23:50:00,2016-07-24,23:50:00,Sunday,23,50
1469404500,-0.256996711,0,2016-07-24 23:55:00,2016-07-24,23:55:00,Sunday,23,55
1469404800,-0.36742641,0,2016-07-25 00:00:00,2016-07-25,00:00:00,Monday,0,0
1469405100,-0.146567013,0,2016-07-25 00:05:00,2016-07-25,00:05:00,Monday,0,5
1469405400,-0.146567013,0,2016-07-25 00:10:00,2016-07-25,00:10:00,Monday,0,10
1469405700,-0.036137314,0,2016-07-25 00:15:00,2016-07-25,00:15:00,Monday,0,15
1469406000,-0.036137314,0,2016-07-25 00:20:00,2016-07-25,00:20:00,Monday,0,20
1469406300,-0.146567013,0,2016-07-25 00:25:00,2016-07-25,00:25:00,Monday,0,25
1469406600,-0.036137314,0,2016-07-25 00:30:00,2016-07-25,00:30:00,Monday,0,30
1469406900,0.074292384,0,2016-07-25 00:35:00,2016-07-25,00:35:00,Monday,0,35
1469407200,0.074292384,0,2016-07-25 00:40:00,2016-07-25,00:40:00,Monday,0,40
1469407500,0.074292384,0,2016-07-25 00:45:00,2016-07-25,00:45:00,Monday,0,45
1469407800,0.074292384,0,2016-07-25 00:50:00,2016-07-25,00:50:00,Monday,0,50
1469408100,0.074292384,0,2016-07-25 00:55:00,2016-07-25,00:55:00,Monday,0,55
1469408400,0.184722083,0,2016-07-25 01:00:00,2016-07-25,01:00:00,Monday,1,0
1469408700,0.295151781,0,2016-07-25 01:05:00,2016-07-25,01:05:00,Monday,1,5
1469409000,0.184722083,0,2016-07-25 01:10:00,2016-07-25,01:10:00,Monday,1,10
1469409300,0.40558148,0,2016-07-25 01:15:00,2016-07-25,01:15:00,Monday,1,15
1469409600,0.516011178,0,2016-07-25 01:20:00,2016-07-25,01:20:00,Monday,1,20
1469409900,0.516011178,0,2016-07-25 01:25:00,2016-07-25,01:25:00,Monday,1,25
1469410200,0.736870575,0,2016-07-25 01:30:00,2016-07-25,01:30:00,Monday,1,30
1469410500,0.6264408770000001,0,2016-07-25 01:35:00,2016-07-25,01:35:00,Monday,1,35
1469410800,0.736870575,0,2016-07-25 01:40:00,2016-07-25,01:40:00,Monday,1,40
1469411100,0.8473002740000001,0,2016-07-25 01:45:00,2016-07-25,01:45:00,Monday,1,45
1469411400,0.957729973,0,2016-07-25 01:50:00,2016-07-25,01:50:00,Monday,1,50
1469411700,1.0681596709999999,0,2016-07-25 01:55:00,2016-07-25,01:55:00,Monday,1,55
1469412000,1.0681596709999999,0,2016-07-25 02:00:00,2016-07-25,02:00:00,Monday,2,0
1469412300,1.0681596709999999,0,2016-07-25 02:05:00,2016-07-25,02:05:00,Monday,2,5
1469412600,1.0681596709999999,0,2016-07-25 02:10:00,2016-07-25,02:10:00,Monday,2,10
1469412900,0.957729973,0,2016-07-25 02:15:00,2016-07-25,02:15:00,Monday,2,15
1469413200,1.0681596709999999,0,2016-07-25 02:20:00,2016-07-25,02:20:00,Monday,2,20
1469413500,1.0681596709999999,0,2016-07-25 02:25:00,2016-07-25,02:25:00,Monday,2,25
1469413800,1.17858937,0,2016-07-25 02:30:00,2016-07-25,02:30:00,Monday,2,30
1469414100,1.0681596709999999,0,2016-07-25 02:35:00,2016-07-25,02:35:00,Monday,2,35
1469414400,1.289019068,0,2016-07-25 02:40:00,2016-07-25,02:40:00,Monday,2,40
1469414700,1.289019068,0,2016-07-25 02:45:00,2016-07-25,02:45:00,Monday,2,45
1469415000,1.289019068,0,2016-07-25 02:50:00,2016-07-25,02:50:00,Monday,2,50
1469415300,1.0681596709999999,0,2016-07-25 02:55:00,2016-07-25,02:55:00,Monday,2,55
1469415600,1.289019068,0,2016-07-25 03:00:00,2016-07-25,03:00:00,Monday,3,0
1469415900,1.289019068,0,2016-07-25 03:05:00,2016-07-25,03:05:00,Monday,3,5
1469416200,1.289019068,0,2016-07-25 03:10:00,2016-07-25,03:10:00,Monday,3,10
1469416500,1.0681596709999999,0,2016-07-25 03:15:00,2016-07-25,03:15:00,Monday,3,15
1469416800,1.399448767,0,2016-07-25 03:20:00,2016-07-25,03:20:00,Monday,3,20
1469417100,1.289019068,0,2016-07-25 03:25:00,2016-07-25,03:25:00,Monday,3,25
1469417400,1.289019068,0,2016-07-25 03:30:00,2016-07-25,03:30:00,Monday,3,30
1469417700,1.0681596709999999,0,2016-07-25 03:35:00,2016-07-25,03:35:00,Monday,3,35
1469418000,1.17858937,0,2016-07-25 03:40:00,2016-07-25,03:40:00,Monday,3,40
1469418300,0.957729973,0,2016-07-25 03:45:00,2016-07-25,03:45:00,Monday,3,45
1469418600,1.0681596709999999,0,2016-07-25 03:50:00,2016-07-25,03:50:00,Monday,3,50
1469418900,1.0681596709999999,0,2016-07-25 03:55:00,2016-07-25,03:55:00,Monday,3,55
1469419200,1.0681596709999999,0,2016-07-25 04:00:00,2016-07-25,04:00:00,Monday,4,0
1469419500,1.0681596709999999,0,2016-07-25 04:05:00,2016-07-25,04:05:00,Monday,4,5
1469419800,1.17858937,0,2016-07-25 04:10:00,2016-07-25,04:10:00,Monday,4,10
1469420100,1.289019068,0,2016-07-25 04:15:00,2016-07-25,04:15:00,Monday,4,15
1469420400,1.509878465,0,2016-07-25 04:20:00,2016-07-25,04:20:00,Monday,4,20
1469420700,1.620308164,0,2016-07-25 04:25:00,2016-07-25,04:25:00,Monday,4,25
1469421000,1.399448767,0,2016-07-25 04:30:00,2016-07-25,04:30:00,Monday,4,30
1469421300,1.620308164,0,2016-07-25 04:35:00,2016-07-25,04:35:00,Monday,4,35
1469421600,1.509878465,0,2016-07-25 04:40:00,2016-07-25,04:40:00,Monday,4,40
1469421900,1.620308164,0,2016-07-25 04:45:00,2016-07-25,04:45:00,Monday,4,45
1469422200,1.620308164,0,2016-07-25 04:50:00,2016-07-25,04:50:00,Monday,4,50
1469422500,1.620308164,0,2016-07-25 04:55:00,2016-07-25,04:55:00,Monday,4,55
1469422800,1.620308164,0,2016-07-25 05:00:00,2016-07-25,05:00:00,Monday,5,0
1469423100,1.509878465,0,2016-07-25 05:05:00,2016-07-25,05:05:00,Monday,5,5
1469423400,1.620308164,0,2016-07-25 05:10:00,2016-07-25,05:10:00,Monday,5,10
1469423700,1.509878465,0,2016-07-25 05:15:00,2016-07-25,05:15:00,Monday,5,15
1469424000,1.620308164,0,2016-07-25 05:20:00,2016-07-25,05:20:00,Monday,5,20
1469424300,1.620308164,0,2016-07-25 05:25:00,2016-07-25,05:25:00,Monday,5,25
1469424600,1.620308164,0,2016-07-25 05:30:00,2016-07-25,05:30:00,Monday,5,30
1469424900,1.399448767,0,2016-07-25 05:35:00,2016-07-25,05:35:00,Monday,5,35
1469425200,1.509878465,0,2016-07-25 05:40:00,2016-07-25,05:40:00,Monday,5,40
1469425500,1.7307378619999998,0,2016-07-25 05:45:00,2016-07-25,05:45:00,Monday,5,45
1469425800,1.509878465,0,2016-07-25 05:50:00,2016-07-25,05:50:00,Monday,5,50
1469426100,1.509878465,0,2016-07-25 05:55:00,2016-07-25,05:55:00,Monday,5,55
1469426400,1.509878465,0,2016-07-25 06:00:00,2016-07-25,06:00:00,Monday,6,0
1469426700,1.289019068,0,2016-07-25 06:05:00,2016-07-25,06:05:00,Monday,6,5
1469427000,1.399448767,0,2016-07-25 06:10:00,2016-07-25,06:10:00,Monday,6,10
1469427300,1.620308164,0,2016-07-25 06:15:00,2016-07-25,06:15:00,Monday,6,15
1469427600,1.399448767,0,2016-07-25 06:20:00,2016-07-25,06:20:00,Monday,6,20
1469427900,1.289019068,0,2016-07-25 06:25:00,2016-07-25,06:25:00,Monday,6,25
1469428200,1.289019068,0,2016-07-25 06:30:00,2016-07-25,06:30:00,Monday,6,30
1469428500,1.399448767,0,2016-07-25 06:35:00,2016-07-25,06:35:00,Monday,6,35
1469428800,1.17858937,0,2016-07-25 06:40:00,2016-07-25,06:40:00,Monday,6,40
1469429100,1.399448767,0,2016-07-25 06:45:00,2016-07-25,06:45:00,Monday,6,45
1469429400,1.289019068,0,2016-07-25 06:50:00,2016-07-25,06:50:00,Monday,6,50
1469429700,1.399448767,0,2016-07-25 06:55:00,2016-07-25,06:55:00,Monday,6,55
1469430000,1.289019068,0,2016-07-25 07:00:00,2016-07-25,07:00:00,Monday,7,0
1469430300,1.509878465,0,2016-07-25 07:05:00,2016-07-25,07:05:00,Monday,7,5
1469430600,1.289019068,0,2016-07-25 07:10:00,2016-07-25,07:10:00,Monday,7,10
1469430900,1.289019068,0,2016-07-25 07:15:00,2016-07-25,07:15:00,Monday,7,15
1469431200,1.17858937,0,2016-07-25 07:20:00,2016-07-25,07:20:00,Monday,7,20
1469431500,1.17858937,0,2016-07-25 07:25:00,2016-07-25,07:25:00,Monday,7,25
1469431800,1.289019068,0,2016-07-25 07:30:00,2016-07-25,07:30:00,Monday,7,30
1469432100,1.289019068,0,2016-07-25 07:35:00,2016-07-25,07:35:00,Monday,7,35
1469432400,1.399448767,0,2016-07-25 07:40:00,2016-07-25,07:40:00,Monday,7,40
1469432700,1.289019068,0,2016-07-25 07:45:00,2016-07-25,07:45:00,Monday,7,45
1469433000,1.289019068,0,2016-07-25 07:50:00,2016-07-25,07:50:00,Monday,7,50
1469433300,1.399448767,0,2016-07-25 07:55:00,2016-07-25,07:55:00,Monday,7,55
1469433600,1.399448767,0,2016-07-25 08:00:00,2016-07-25,08:00:00,Monday,8,0
1469433900,1.509878465,0,2016-07-25 08:05:00,2016-07-25,08:05:00,Monday,8,5
1469434200,1.399448767,0,2016-07-25 08:10:00,2016-07-25,08:10:00,Monday,8,10
1469434500,1.17858937,0,2016-07-25 08:15:00,2016-07-25,08:15:00,Monday,8,15
1469434800,1.17858937,0,2016-07-25 08:20:00,2016-07-25,08:20:00,Monday,8,20
1469435100,1.0681596709999999,0,2016-07-25 08:25:00,2016-07-25,08:25:00,Monday,8,25
1469435400,1.17858937,0,2016-07-25 08:30:00,2016-07-25,08:30:00,Monday,8,30
1469435700,1.289019068,0,2016-07-25 08:35:00,2016-07-25,08:35:00,Monday,8,35
1469436000,1.399448767,0,2016-07-25 08:40:00,2016-07-25,08:40:00,Monday,8,40
1469436300,1.0681596709999999,0,2016-07-25 08:45:00,2016-07-25,08:45:00,Monday,8,45
1469436600,1.0681596709999999,0,2016-07-25 08:50:00,2016-07-25,08:50:00,Monday,8,50
1469436900,1.289019068,0,2016-07-25 08:55:00,2016-07-25,08:55:00,Monday,8,55
1469437200,1.289019068,0,2016-07-25 09:00:00,2016-07-25,09:00:00,Monday,9,0
1469437500,1.17858937,0,2016-07-25 09:05:00,2016-07-25,09:05:00,Monday,9,5
1469437800,1.17858937,0,2016-07-25 09:10:00,2016-07-25,09:10:00,Monday,9,10
1469438100,1.17858937,0,2016-07-25 09:15:00,2016-07-25,09:15:00,Monday,9,15
1469438400,1.17858937,0,2016-07-25 09:20:00,2016-07-25,09:20:00,Monday,9,20
1469438700,1.509878465,0,2016-07-25 09:25:00,2016-07-25,09:25:00,Monday,9,25
1469439000,1.289019068,0,2016-07-25 09:30:00,2016-07-25,09:30:00,Monday,9,30
1469439300,1.17858937,0,2016-07-25 09:35:00,2016-07-25,09:35:00,Monday,9,35
1469439600,1.0681596709999999,0,2016-07-25 09:40:00,2016-07-25,09:40:00,Monday,9,40
1469439900,1.17858937,0,2016-07-25 09:45:00,2016-07-25,09:45:00,Monday,9,45
1469440200,1.0681596709999999,0,2016-07-25 09:50:00,2016-07-25,09:50:00,Monday,9,50
1469440500,1.17858937,0,2016-07-25 09:55:00,2016-07-25,09:55:00,Monday,9,55
1469440800,0.957729973,0,2016-07-25 10:00:00,2016-07-25,10:00:00,Monday,10,0
1469441100,1.0681596709999999,0,2016-07-25 10:05:00,2016-07-25,10:05:00,Monday,10,5
1469441400,0.8473002740000001,0,2016-07-25 10:10:00,2016-07-25,10:10:00,Monday,10,10
1469441700,0.957729973,0,2016-07-25 10:15:00,2016-07-25,10:15:00,Monday,10,15
1469442000,1.0681596709999999,0,2016-07-25 10:20:00,2016-07-25,10:20:00,Monday,10,20
1469442300,1.0681596709999999,0,2016-07-25 10:25:00,2016-07-25,10:25:00,Monday,10,25
1469442600,0.736870575,0,2016-07-25 10:30:00,2016-07-25,10:30:00,Monday,10,30
1469442900,0.736870575,0,2016-07-25 10:35:00,2016-07-25,10:35:00,Monday,10,35
1469443200,0.8473002740000001,0,2016-07-25 10:40:00,2016-07-25,10:40:00,Monday,10,40
1469443500,1.0681596709999999,0,2016-07-25 10:45:00,2016-07-25,10:45:00,Monday,10,45
1469443800,0.957729973,0,2016-07-25 10:50:00,2016-07-25,10:50:00,Monday,10,50
1469444100,0.8473002740000001,0,2016-07-25 10:55:00,2016-07-25,10:55:00,Monday,10,55
1469444400,0.8473002740000001,0,2016-07-25 11:00:00,2016-07-25,11:00:00,Monday,11,0
1469444700,0.8473002740000001,0,2016-07-25 11:05:00,2016-07-25,11:05:00,Monday,11,5
1469445000,1.0681596709999999,0,2016-07-25 11:10:00,2016-07-25,11:10:00,Monday,11,10
1469445300,1.0681596709999999,0,2016-07-25 11:15:00,2016-07-25,11:15:00,Monday,11,15
1469445600,1.0681596709999999,0,2016-07-25 11:20:00,2016-07-25,11:20:00,Monday,11,20
1469445900,1.0681596709999999,0,2016-07-25 11:25:00,2016-07-25,11:25:00,Monday,11,25
1469446200,1.0681596709999999,0,2016-07-25 11:30:00,2016-07-25,11:30:00,Monday,11,30
1469446500,0.8473002740000001,0,2016-07-25 11:35:00,2016-07-25,11:35:00,Monday,11,35
1469446800,1.0681596709999999,0,2016-07-25 11:40:00,2016-07-25,11:40:00,Monday,11,40
1469447100,1.17858937,0,2016-07-25 11:45:00,2016-07-25,11:45:00,Monday,11,45
1469447400,1.17858937,0,2016-07-25 11:50:00,2016-07-25,11:50:00,Monday,11,50
1469447700,1.17858937,0,2016-07-25 11:55:00,2016-07-25,11:55:00,Monday,11,55
1469448000,1.289019068,0,2016-07-25 12:00:00,2016-07-25,12:00:00,Monday,12,0
1469448300,1.0681596709999999,0,2016-07-25 12:05:00,2016-07-25,12:05:00,Monday,12,5
1469448600,1.17858937,0,2016-07-25 12:10:00,2016-07-25,12:10:00,Monday,12,10
1469448900,1.399448767,0,2016-07-25 12:15:00,2016-07-25,12:15:00,Monday,12,15
1469449200,1.509878465,0,2016-07-25 12:20:00,2016-07-25,12:20:00,Monday,12,20
1469449500,1.289019068,0,2016-07-25 12:25:00,2016-07-25,12:25:00,Monday,12,25
1469449800,1.289019068,0,2016-07-25 12:30:00,2016-07-25,12:30:00,Monday,12,30
1469450100,1.399448767,0,2016-07-25 12:35:00,2016-07-25,12:35:00,Monday,12,35
1469450400,1.509878465,0,2016-07-25 12:40:00,2016-07-25,12:40:00,Monday,12,40
1469450700,1.620308164,0,2016-07-25 12:45:00,2016-07-25,12:45:00,Monday,12,45
1469451000,1.620308164,0,2016-07-25 12:50:00,2016-07-25,12:50:00,Monday,12,50
1469451300,1.509878465,0,2016-07-25 12:55:00,2016-07-25,12:55:00,Monday,12,55
1469451600,1.289019068,0,2016-07-25 13:00:00,2016-07-25,13:00:00,Monday,13,0
1469451900,1.620308164,0,2016-07-25 13:05:00,2016-07-25,13:05:00,Monday,13,5
1469452200,1.620308164,0,2016-07-25 13:10:00,2016-07-25,13:10:00,Monday,13,10
1469452500,1.7307378619999998,0,2016-07-25 13:15:00,2016-07-25,13:15:00,Monday,13,15
1469452800,1.620308164,0,2016-07-25 13:20:00,2016-07-25,13:20:00,Monday,13,20
1469453100,1.399448767,0,2016-07-25 13:25:00,2016-07-25,13:25:00,Monday,13,25
1469453400,1.399448767,0,2016-07-25 13:30:00,2016-07-25,13:30:00,Monday,13,30
1469453700,1.399448767,0,2016-07-25 13:35:00,2016-07-25,13:35:00,Monday,13,35
1469454000,1.399448767,0,2016-07-25 13:40:00,2016-07-25,13:40:00,Monday,13,40
1469454300,1.399448767,0,2016-07-25 13:45:00,2016-07-25,13:45:00,Monday,13,45
1469454600,1.399448767,0,2016-07-25 13:50:00,2016-07-25,13:50:00,Monday,13,50
1469454900,1.289019068,0,2016-07-25 13:55:00,2016-07-25,13:55:00,Monday,13,55
1469455200,1.399448767,0,2016-07-25 14:00:00,2016-07-25,14:00:00,Monday,14,0
1469455500,1.509878465,0,2016-07-25 14:05:00,2016-07-25,14:05:00,Monday,14,5
1469455800,1.399448767,0,2016-07-25 14:10:00,2016-07-25,14:10:00,Monday,14,10
1469456100,1.17858937,0,2016-07-25 14:15:00,2016-07-25,14:15:00,Monday,14,15
1469456400,1.289019068,0,2016-07-25 14:20:00,2016-07-25,14:20:00,Monday,14,20
1469456700,1.17858937,0,2016-07-25 14:25:00,2016-07-25,14:25:00,Monday,14,25
1469457000,1.0681596709999999,0,2016-07-25 14:30:00,2016-07-25,14:30:00,Monday,14,30
1469457300,1.17858937,0,2016-07-25 14:35:00,2016-07-25,14:35:00,Monday,14,35
1469457600,1.0681596709999999,0,2016-07-25 14:40:00,2016-07-25,14:40:00,Monday,14,40
1469457900,0.957729973,0,2016-07-25 14:45:00,2016-07-25,14:45:00,Monday,14,45
1469458200,1.0681596709999999,0,2016-07-25 14:50:00,2016-07-25,14:50:00,Monday,14,50
1469458500,0.957729973,0,2016-07-25 14:55:00,2016-07-25,14:55:00,Monday,14,55
1469458800,0.8473002740000001,0,2016-07-25 15:00:00,2016-07-25,15:00:00,Monday,15,0
1469459100,1.0681596709999999,0,2016-07-25 15:05:00,2016-07-25,15:05:00,Monday,15,5
1469459400,0.957729973,0,2016-07-25 15:10:00,2016-07-25,15:10:00,Monday,15,10
1469459700,0.736870575,0,2016-07-25 15:15:00,2016-07-25,15:15:00,Monday,15,15
1469460000,0.8473002740000001,0,2016-07-25 15:20:00,2016-07-25,15:20:00,Monday,15,20
1469460300,0.6264408770000001,0,2016-07-25 15:25:00,2016-07-25,15:25:00,Monday,15,25
1469460600,0.736870575,0,2016-07-25 15:30:00,2016-07-25,15:30:00,Monday,15,30
1469460900,0.736870575,0,2016-07-25 15:35:00,2016-07-25,15:35:00,Monday,15,35
1469461200,0.516011178,0,2016-07-25 15:40:00,2016-07-25,15:40:00,Monday,15,40
1469461500,0.40558148,0,2016-07-25 15:45:00,2016-07-25,15:45:00,Monday,15,45
1469461800,0.184722083,0,2016-07-25 15:50:00,2016-07-25,15:50:00,Monday,15,50
